ODB Name,Step,Frame,Part Instance Name, Element Label,         IntPt,X,Y,Z,Section Name,Material Name,Section Point,         S-S11,         S-S22,         S-S33,         S-S12,         S-S13,         S-S23
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         50725,             1,            0.,   60.6425E-03,       2.34012,"BARC-1_SET-1","ALUMINUM","",   427.316E+09,  -4.37639E+09,   2.01871E+12,  -1.50139E+09,  -7.78274E+09,   3.52450E+09
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         50820,             1,            0.,   60.6425E-03,       2.32770,"BARC-1_SET-1","ALUMINUM","",   224.182E+09,   2.23557E+09,   1.80871E+12,  -252.220E+06,  -23.7105E+09,  -20.2531E+09
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         50946,             1,            0.,   63.1825E-03,       2.31070,"BARC-1_SET-1","ALUMINUM","",   277.405E+09,   14.0690E+09,   909.197E+09,  -347.811E+06,  -33.8435E+09,  -53.7292E+09
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         51001,             1,            0.,   63.1825E-03,       2.30351,"BARC-1_SET-1","ALUMINUM","",   742.803E+09,   38.7957E+09,   2.29290E+12,  -1.01808E+09,  -16.8492E+09,  -60.2834E+09
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         51195,             1,  -651.282E-06,   60.6425E-03,       2.32312,"BARC-1_SET-1","ALUMINUM","",   140.239E+09,  -738.473E+06,   1.39025E+12,  -346.127E+06,  -19.1576E+09,  -30.4647E+09
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         51406,             1,  -1.30256E-03,   63.1825E-03,       2.33946,"BARC-1_SET-1","ALUMINUM","",  -357.698E+09,   9.96675E+09,  -1.55096E+12,  -3.29982E+09,  -23.0882E+09,   1.63893E+09
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         51790,             1,  -1.95385E-03,   60.6425E-03,       2.33423,"BARC-1_SET-1","ALUMINUM","",   310.551E+09,   1.98374E+09,   2.04606E+12,  -2.26660E+09,  -29.6576E+09,  -5.61585E+09
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         51920,             1,  -1.95385E-03,   60.6425E-03,       2.31724,"BARC-1_SET-1","ALUMINUM","",  -5.41020E+09,   2.85205E+09,   608.676E+09,   36.6207E+06,  -3.28478E+09,  -42.3025E+09
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         51980,             1,  -1.95385E-03,   60.6425E-03,       2.30939,"BARC-1_SET-1","ALUMINUM","",  -311.200E+09,   4.33242E+09,  -695.062E+09,   1.58162E+09,  -21.5854E+09,  -55.2342E+09
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         52056,             1,  -2.60513E-03,   63.1825E-03,       2.34338,"BARC-1_SET-1","ALUMINUM","",  -376.595E+09,  -16.6184E+09,  -1.44315E+12,  -7.63791E+09,  -20.2623E+09,  -4.60640E+09
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         52290,             1,  -2.60513E-03,   60.6425E-03,       2.31331,"BARC-1_SET-1","ALUMINUM","",  -135.311E+09,   2.34647E+09,  -25.0197E+09,   1.05174E+09,  -2.35954E+09,  -49.2479E+09
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         52311,             1,  -2.60513E-03,   63.1825E-03,       2.31005,"BARC-1_SET-1","ALUMINUM","",   288.183E+09,  -16.0527E+09,   966.655E+09,   2.01214E+09,  -47.9974E+09,  -54.6550E+09
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         52376,             1,  -3.25641E-03,   63.1825E-03,       2.34600,"BARC-1_SET-1","ALUMINUM","",  -334.885E+09,  -6.00267E+09,  -1.23416E+12,  -9.66757E+09,  -45.6333E+09,   66.2545E+09
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         52486,             1,  -3.25641E-03,   63.1825E-03,       2.33162,"BARC-1_SET-1","ALUMINUM","",  -260.013E+09,   1.64467E+09,  -1.56762E+12,  -2.57917E+09,  -27.7386E+09,  -10.9371E+09
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         52500,             1,  -3.25641E-03,   60.6425E-03,       2.33031,"BARC-1_SET-1","ALUMINUM","",   242.574E+09,   2.40356E+09,   1.91174E+12,  -2.30634E+09,  -14.0037E+09,  -13.9101E+09
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         52561,             1,  -3.25641E-03,   63.1825E-03,       2.32181,"BARC-1_SET-1","ALUMINUM","",  -110.853E+09,  -2.23390E+09,  -822.935E+09,  -838.428E+06,  -74.2061E+09,  -32.9528E+09
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         52616,             1,  -3.25641E-03,   63.1825E-03,       2.31462,"BARC-1_SET-1","ALUMINUM","",   90.5268E+09,   6.19101E+09,   181.073E+09,   918.407E+06,  -72.9760E+09,  -46.7914E+09
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         52971,             1,  -3.90769E-03,   63.1825E-03,       2.31266,"BARC-1_SET-1","ALUMINUM","",   153.976E+09,  -10.5659E+09,   488.405E+09,   1.95270E+09,  -72.4533E+09,  -49.2505E+09
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         53021,             1,  -3.90769E-03,   63.1825E-03,       2.30612,"BARC-1_SET-1","ALUMINUM","",   500.210E+09,  -3.00208E+09,   1.65904E+12,   5.01371E+09,  -27.4746E+09,  -67.7276E+09
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         53216,             1,  -4.55897E-03,   63.1825E-03,       2.32508,"BARC-1_SET-1","ALUMINUM","",  -157.929E+09,   371.768E+06,  -1.18988E+12,  -1.90680E+09,  -75.3506E+09,  -25.6367E+09
